Time,Seatpad-X,Seatpad-Y,Seatpad-Z,X_w,Y_w,Z_w,alX,alY,alZ
17.748,-0.016728656,0.051874168,0.632542074,0.000352614,-0.000421815,0.28256619,-0.001803009,0.027731199,0.501411319
17.75,-0.005478731,0.04629394,0.473390311,-0.000591145,0.000809687,0.172096118,-0.007211929,0.033299532,0.607123375
17.752,-0.004169876,0.039572302,0.416672677,-0.0014141,0.002014606,0.060752224,-0.011705643,0.037910841,0.704984426
17.754,0.003215809,0.030599551,0.312019289,-0.002022581,0.003067733,-0.053611692,-0.014824511,0.040975515,0.791462064
17.756,0.014154099,0.020009799,0.171477497,-0.00244031,0.003888126,-0.168529645,-0.016268425,0.042093851,0.863138974
17.758,0.01649134,0.019248858,0.105534144,-0.002670625,0.004466593,-0.283106804,-0.015887488,0.041253123,0.916829765
17.76,0.012689429,0.015792925,0.171540916,-0.002752532,0.004869989,-0.393726915,-0.014129604,0.038910769,0.94979316
17.762,0.007547499,0.005647057,0.268553734,-0.002810152,0.005161162,-0.489588678,-0.011838892,0.035435587,0.960010409
17.764,0.013499672,-0.007764512,0.264654189,-0.002933039,0.005296778,-0.561317503,-0.009553834,0.030766729,0.946470022
17.766,0.015462958,-0.020827318,0.36138168,-0.003079835,0.005168993,-0.609104693,-0.007280744,0.024702564,0.909383655
17.768,0.022661664,-0.034904711,0.584289253,-0.003153061,0.00470918,-0.634380341,-0.00485499,0.017153962,0.85026449
17.77,0.029486408,-0.037726529,0.734310389,-0.003089165,0.003934389,-0.632017195,-0.002060596,0.008375355,0.771834671
17.772,0.032696221,-0.024410076,0.914101124,-0.002868137,0.00299111,-0.59836936,0.001228842,-0.000615411,0.67777878
17.774,0.041110292,-0.039438643,1.100232601,-0.00250164,0.002068597,-0.536410809,0.005006413,-0.008843487,0.572404981
17.776,0.040331211,-0.038487468,1.227966189,-0.002012819,0.001183831,-0.451489538,0.009180261,-0.016238408,0.460296988
17.778,0.047748063,-0.042038523,1.291119695,-0.001429215,0.000241004,-0.350854278,0.013559489,-0.022839729,0.346032083
17.78,0.047031309,-0.052723389,1.325169206,-0.000773549,-0.000799522,-0.244492084,0.017986376,-0.028739734,0.234003887
17.782,0.043790329,-0.053357504,1.511966586,-8.00E-05,-0.001954606,-0.138945565,0.022143139,-0.034229044,0.128347382
17.784,0.046750836,-0.048855279,1.602068067,0.000597394,-0.003196313,-0.032323737,0.025707472,-0.039163437,0.032926612
17.786,0.035158113,-0.041055642,1.668264866,0.0012154,-0.004402128,0.078053512,0.028426388,-0.043020606,-0.048671652
17.788,0.027554289,-0.023046726,1.889967799,0.001708962,-0.005415883,0.190874323,0.029825661,-0.045111503,-0.113191485
17.79,0.027616614,-0.012456976,1.820663929,0.002018837,-0.006108885,0.304379255,0.029729091,-0.044808831,-0.157839254
17.792,0.02777243,0.009134698,1.807221532,0.002191677,-0.006411309,0.41169551,0.02853376,-0.041774631,-0.180488855
17.794,0.016802976,0.01316134,1.741531849,0.002299739,-0.006320468,0.501458108,0.026516901,-0.036071479,-0.179919586
17.796,0.011692205,0.017917216,1.671371818,0.002311393,-0.005923565,0.567695379,0.023595005,-0.0284239,-0.156019762
17.798,0.018859746,0.033579901,1.628445268,0.002194156,-0.005332048,0.610889614,0.020045716,-0.019557219,-0.109885119
17.8,0.019763483,0.026794851,1.487554789,0.002039617,-0.004586759,0.633071959,0.016582547,-0.010032677,-0.043765925
17.802,0.018454628,0.025019323,1.288615108,0.001943909,-0.003758446,0.63271606,0.013606742,-0.000845088,0.039138827
17.804,0.013312694,0.025526615,0.979188502,0.001880019,-0.002967376,0.602841258,0.011044836,0.007190834,0.134992361
17.806,0.003496279,0.03722607,0.737036943,0.001744454,-0.002216299,0.536247849,0.008524195,0.014062164,0.239657313
17.808,-0.021745935,0.038430892,0.793405771,0.001395052,-0.001392998,0.437442482,0.005228008,0.020138783,0.348979294
17.81,-0.017289594,0.046103705,0.755710304,0.000715168,-0.000429621,0.326860428,0.000577722,0.02565488,0.458965629
17.812,-0.011898356,0.051620521,0.590408027,-0.000204152,0.00066652,0.221437857,-0.004787039,0.03081139,0.565850735
17.814,-0.000523779,0.046801232,0.410870939,-0.001090969,0.001856764,0.118138954,-0.009644501,0.035601765,0.66607666
17.816,0.004836296,0.033865251,0.25463587,-0.001749475,0.003025861,0.005962757,-0.013113539,0.039429754,0.756240726
17.818,0.017426239,0.027809436,0.191228792,-0.002143311,0.004009075,-0.116901696,-0.014716826,0.041594844,0.833065927
17.82,0.024998901,0.018551333,0.151599377,-0.002289459,0.004726977,-0.241869763,-0.0142293,0.041830417,0.893442452
17.822,0.022786316,0.020897565,0.237040415,-0.002229006,0.005223894,-0.356987834,-0.011927456,0.040363114,0.934568584
17.824,0.01490202,0.015253926,0.246773407,-0.002087463,0.005596936,-0.452674538,-0.008742094,0.037716433,0.954184651
17.826,0.017956015,0.012178458,0.219349831,-0.002008222,0.005901447,-0.526875556,-0.00554581,0.034284577,0.950854599
17.828,0.023378417,-0.00237452,0.294043392,-0.001997066,0.006098776,-0.583921969,-0.002526104,0.030095646,0.924219728
17.83,0.02446913,-0.010522921,0.502050281,-0.001950619,0.006093358,-0.623249054,0.000438762,0.024947705,0.875144899
17.832,0.024313312,-0.03290724,0.712751985,-0.001820855,0.005792259,-0.635230899,0.003279803,0.018529156,0.805707455
17.834,0.023908192,-0.027929425,0.867655456,-0.001649081,0.005165661,-0.612343013,0.005820646,0.010848617,0.719030917
17.836,0.029953858,-0.049933277,0.992091835,-0.001466493,0.004274775,-0.558151007,0.008066795,0.002284289,0.619010329
17.838,0.031979468,-0.044606697,1.166905284,-0.001242594,0.003189271,-0.481915504,0.010218807,-0.006835594,0.510003269
17.84,0.04098564,-0.05066251,1.205012798,-0.00092506,0.00197045,-0.391126961,0.012521134,-0.015928572,0.396550477
17.842,0.044195455,-0.057415854,1.261603713,-0.000477889,0.000681938,-0.29316467,0.015201699,-0.024545543,0.28316775
17.844,0.040860988,-0.057067089,1.472463846,8.16E-05,-0.000667722,-0.193146586,0.018152222,-0.032550685,0.174216375
17.846,0.036404643,-0.053991623,1.624545813,0.000657964,-0.002058968,-0.087648362,0.020879764,-0.039580002,0.07383135
17.848,0.037869316,-0.048633337,1.628825665,0.001160419,-0.003405318,0.026523182,0.023028523,-0.045180444,-0.014130292
17.85,0.034192055,-0.037980173,1.785251021,0.001582167,-0.004608858,0.143477917,0.024528833,-0.048923444,-0.086163759
17.852,0.025279373,-0.030687833,1.82830441,0.001929109,-0.005595791,0.25712353,0.025195351,-0.050492365,-0.139243871
17.854,0.013842469,-0.014612974,1.835627913,0.002134723,-0.00631815,0.36492148,0.024611957,-0.049711082,-0.171009719
17.856,0.005958173,0.010846813,1.853793979,0.002112167,-0.006697593,0.462602019,0.022477029,-0.046181731,-0.179977283
17.858,0.008139596,-0.006432868,1.699270964,0.001866841,-0.006699114,0.544002414,0.019015945,-0.040174972,-0.165724069
17.86,0.010508002,0.013319869,1.625179887,0.001520325,-0.006470988,0.602087438,0.014959208,-0.032847919,-0.128983542
17.862,0.014091773,0.018646453,1.527628064,0.00120919,-0.006135245,0.633011103,0.011057246,-0.024709379,-0.071607001
17.864,0.024656108,0.012432107,1.36974442,0.001014131,-0.005675395,0.638253272,0.007971667,-0.016218388,0.003610704
17.866,0.021913743,0.02032686,1.168300152,0.000965932,-0.00513312,0.618326128,0.006098743,-0.008167599,0.09320315
17.868,0.011349412,0.035038367,0.823904574,0.000992094,-0.004528242,0.568563104,0.005043817,-0.000558193,0.193335012
17.87,0.006269805,0.046484176,0.712498367,0.000928124,-0.003738173,0.484678239,0.0040168,0.007136077,0.300064653
17.872,-0.002985673,0.05900798,0.758785546,0.000666501,-0.002651511,0.375864536,0.002488102,0.01527324,0.409516662
17.874,0.000878567,0.064810149,0.589583755,0.000226718,-0.001273261,0.261859685,0.000364298,0.023890018,0.517950535
17.876,0.001875789,0.073148787,0.477384925,-0.000284556,0.000322405,0.151233494,-0.001981179,0.032774005,0.621748805
17.878,0.001408342,0.06712468,0.409856409,-0.000766112,0.002038583,0.039955128,-0.00417211,0.041445922,0.717370749
17.88,0.009199147,0.056883689,0.272484958,-0.001180231,0.003732166,-0.073677391,-0.005930185,0.049004767,0.801327348
17.882,0.020698376,0.038652834,0.138822868,-0.001479092,0.005212143,-0.188779265,-0.006734926,0.054343827,0.870222092
17.884,0.020168601,0.028919138,0.107689984,-0.001596869,0.006330347,-0.304656059,-0.00625591,0.056696717,0.92088598
17.886,0.006861905,0.011480931,0.207461014,-0.001597551,0.007048618,-0.414627045,-0.005049651,0.055837959,0.950607657
17.888,0.003340461,0.001810649,0.277937979,-0.001675677,0.007393859,-0.506052494,-0.004089746,0.051898185,0.957425535
17.89,0.009635434,-0.018829849,0.293250799,-0.001917456,0.007383941,-0.571525991,-0.00364722,0.045145698,0.940420687
17.892,0.015774587,-0.037948471,0.419525981,-0.00219636,0.006986075,-0.612993538,-0.003266646,0.035724521,0.899930418
17.894,0.028800817,-0.044987164,0.63083005,-0.002331637,0.006170111,-0.631188393,-0.002321777,0.024024881,0.837615252
17.896,0.033662282,-0.039026465,0.739097595,-0.00222786,0.005049043,-0.621736467,-0.000346803,0.011256977,0.756348252
17.898,0.032633893,-0.048157748,0.935532808,-0.001914439,0.003834136,-0.583656728,0.002566319,-0.001255545,0.659950435
17.9,0.036653951,-0.05050398,1.132506847,-0.001501878,0.002615402,-0.519931197,0.005984074,-0.012893128,0.55284059
17.902,0.033631116,-0.049299158,1.236335993,-0.00107239,0.001364254,-0.433782458,0.009530929,-0.023287939,0.439687222
17.904,0.033880424,-0.060079142,1.276377559,-0.000657396,6.41E-05,-0.33262071,0.012839879,-0.032265689,0.325133443
17.906,0.037339542,-0.064930134,1.309824705,-0.000260353,-0.001316763,-0.22809428,0.015749106,-0.040119417,0.213628024
17.908,0.041297272,-0.058367029,1.528801084,0.000156814,-0.002792991,-0.126015007,0.018391592,-0.04690066,0.109349973
17.91,0.043011252,-0.047650456,1.603906751,0.000639409,-0.004248283,-0.02192647,0.020913472,-0.052067667,0.016183197
17.912,0.040393539,-0.038772821,1.758778453,0.001179059,-0.005506781,0.088840105,0.023251042,-0.05504356,-0.062313989
17.914,0.032571569,-0.022919903,1.899922729,0.001700105,-0.006464547,0.205467895,0.025054689,-0.055484772,-0.122989073
17.916,0.035126951,-0.01182286,1.808996916,0.002124082,-0.007084331,0.322852552,0.026055466,-0.053226892,-0.163244233
17.918,0.029081285,0.018995216,1.824626803,0.00244504,-0.007315277,0.430122823,0.026284965,-0.048036233,-0.181239381
17.92,0.019514173,0.016395336,1.734176517,0.00266886,-0.007105438,0.517080903,0.025617626,-0.039973106,-0.176102787
17.922,0.013499672,0.029299609,1.656344414,0.002742893,-0.006531437,0.580158532,0.023802159,-0.029941853,-0.148084491
17.924,0.02456262,0.037257779,1.611039996,0.002671427,-0.00573801,0.619703531,0.021184599,-0.018828332,-0.098591343
17.926,0.019669993,0.035926133,1.461557746,0.002577651,-0.00479593,0.637466073,0.018488159,-0.007361528,-0.030073898
17.928,0.020604888,0.024797382,1.235353112,0.002538956,-0.003801328,0.631884694,0.01600213,0.003293399,0.054217581
17.93,0.014715037,0.03158243,0.880083263,0.002507392,-0.002890797,0.594779193,0.013671719,0.012234086,0.150546476
17.932,0.000286466,0.039984476,0.710342586,0.00237991,-0.002051848,0.518775463,0.011120717,0.019574769,0.254989862
17.934,-0.021683609,0.046642702,0.817468762,0.002007031,-0.001131927,0.412762582,0.007494106,0.025906922,0.363655329
17.936,-0.018816592,0.048354819,0.726796627,0.001280725,-4.71E-05,0.301157713,0.002354384,0.031553987,0.472783297
17.938,-0.007940626,0.055234984,0.557690024,0.000328541,0.001166831,0.197759196,-0.003450447,0.036648512,0.578748524
17.94,0.007142376,0.049147464,0.409444273,-0.000533387,0.002441773,0.095127404,-0.008418108,0.04116771,0.678006947
17.942,0.005989336,0.038272362,0.256950229,-0.001099041,0.003673227,-0.01676509,-0.011648645,0.044629946,0.767046809
17.944,0.021976069,0.024733968,0.178452283,-0.001386849,0.004706046,-0.137789756,-0.01292788,0.046305042,0.842397749
17.946,0.019763483,0.009198111,0.162759021,-0.001476861,0.005410939,-0.260019064,-0.012278362,0.045625061,0.900735855
17.948,0.009604271,0.011924813,0.253970116,-0.001468586,0.005774695,-0.371952295,-0.010415887,0.042648047,0.939096808
17.95,-0.00024331,-0.002786696,0.248643905,-0.001541435,0.005896932,-0.463772863,-0.008575395,0.037938993,0.955172539
17.952,0.010881962,-0.017307969,0.197886541,-0.001792178,0.005822613,-0.534685194,-0.007272998,0.031669594,0.947630405
17.954,0.013032227,-0.023617432,0.299940228,-0.002098076,0.005487771,-0.590318739,-0.006128056,0.023897693,0.916366816
17.956,0.024843086,-0.027866013,0.542440593,-0.002276601,0.004890416,-0.628442407,-0.004629091,0.01515618,0.86261636
17.958,0.031325039,-0.036109529,0.721153438,-0.002241298,0.004116336,-0.637094319,-0.002375764,0.006032208,0.788876653
17.96,0.032789707,-0.019717613,0.884299815,-0.002001916,0.003270145,-0.609775305,0.000707261,-0.002691225,0.698666811
17.962,0.039084684,-0.036902178,1.041676283,-0.001624803,0.002453307,-0.551666677,0.00439009,-0.010309157,0.596186578
17.964,0.041047964,-0.036711942,1.174196959,-0.001161186,0.001648113,-0.471579552,0.00848334,-0.016963216,0.485961944
17.966,0.048620626,-0.040643465,1.209419608,-0.000613424,0.000756572,-0.377686858,0.012868239,-0.022880862,0.372551143
17.968,0.046189893,-0.056781735,1.284556985,2.23E-05,-0.000267394,-0.278575093,0.017382581,-0.028328888,0.260350615
17.97,0.033007853,-0.052723389,1.495226979,0.000673527,-0.001448481,-0.178129688,0.021406865,-0.033683568,0.153503165
17.972,0.042917758,-0.049457688,1.625179887,0.001226312,-0.002734785,-0.071820118,0.024414171,-0.038643546,0.055877034
17.974,0.045441981,-0.039470349,1.661099911,0.001704899,-0.003964926,0.04296929,0.026711535,-0.042538498,-0.028934801
17.976,0.035438586,-0.028436719,1.812484384,0.002202363,-0.004990241,0.160590723,0.02846841,-0.044749003,-0.097649299
17.978,0.038243271,-0.015151972,1.817461729,0.002686395,-0.005727049,0.275079906,0.029442606,-0.04479092,-0.147400558
17.98,0.021290477,0.000764357,1.845519423,0.00305991,-0.00612875,0.382404417,0.029407751,-0.042363722,-0.175925359
17.982,0.014652711,0.012527225,1.835088968,0.003236246,-0.006170581,0.477746159,0.027970541,-0.037405562,-0.181792647
17.984,0.010881962,0.002635003,1.687921166,0.003173301,-0.005920395,0.55568558,0.025066527,-0.030629022,-0.164611548
17.986,0.004960948,0.022546267,1.637132049,0.002921875,-0.005528588,0.610208213,0.02105136,-0.022991896,-0.125146165
17.988,0.016148549,0.020009799,1.505657434,0.002588007,-0.005045369,0.638490081,0.016557228,-0.014866232,-0.065287903
17.99,0.024126332,0.011956519,1.345713139,0.002316671,-0.004475196,0.64127022,0.012607595,-0.006943807,0.012118571
17.992,0.018111831,0.018741567,1.085649014,0.002205162,-0.003912617,0.616835475,0.009748761,-2.64E-05,0.103553601
17.994,0.009136821,0.035165194,0.767377198,0.00216229,-0.003352495,0.559372902,0.007557521,0.006131378,0.205132365
17.996,-0.0078783,0.036433425,0.744518936,0.00197539,-0.002639516,0.467672586,0.005147445,0.012128557,0.312871516
17.998,-0.020218937,0.048291404,0.752444863,0.001478134,-0.001698037,0.356227964,0.001679121,0.018159784,0.422861934
18,-0.014360252,0.052413166,0.562160194,0.000669351,-0.000564822,0.244234666,-0.002908967,0.024312731,0.531335413
18.002,-0.011493234,0.05770804,0.459313929,-0.000265826,0.000714485,0.135079771,-0.007801496,0.030559322,0.634649932
18.004,0.003776746,0.05035229,0.368578404,-0.001095922,0.002071372,0.022788396,-0.011956685,0.036511701,0.729242384
18.006,0.008014944,0.038240656,0.234250501,-0.001682473,0.003367233,-0.093326829,-0.0145491,0.041364662,0.811604798
18.008,0.0226305,0.028633788,0.120434813,-0.001993834,0.004440554,-0.211111531,-0.015160526,0.044295348,0.878332078
18.01,0.01674065,0.021056093,0.15134576,-0.002075628,0.005217864,-0.327444851,-0.013898463,0.04497632,0.926270187
18.012,0.010227535,0.0162051,0.24208127,-0.002062629,0.005738008,-0.433196634,-0.011610106,0.043564904,0.952763677
18.014,0.013094553,0.004917823,0.267951369,-0.002109112,0.006060258,-0.517374516,-0.009169712,0.040351134,0.9559623
18.016,0.014122936,-0.01090339,0.279776782,-0.002234524,0.006167295,-0.577544391,-0.006822866,0.035371017,0.935116529
18.018,0.019046729,-0.022697961,0.457918942,-0.002348484,0.005978099,-0.616960943,-0.0045268,0.028559083,0.890776932
18.02,0.035843704,-0.033699889,0.666052699,-0.002343977,0.005453333,-0.632621646,-0.001892028,0.020107148,0.824832261
18.022,0.037713502,-0.025583193,0.776381016,-0.002122894,0.00467489,-0.617953658,0.001559361,0.010766684,0.740366817
18.024,0.037059072,-0.035380296,1.000176311,-0.001693809,0.003802767,-0.573193252,0.005656427,0.001515124,0.641371667
18.026,0.046439208,-0.040072758,1.129082918,-0.001160691,0.002906175,-0.503213704,0.010038008,-0.007260842,0.532385945
18.028,0.039614458,-0.037916765,1.233799577,-0.000584036,0.001948512,-0.413778931,0.014476516,-0.015368592,0.418152571
18.03,0.044257779,-0.053072151,1.25871861,8.42E-06,0.000906164,-0.31368193,0.018602358,-0.022708325,0.303354084
18.032,0.039583296,-0.058937732,1.371393085,0.000583013,-0.000264279,-0.211777478,0.022151668,-0.029648943,0.19245182
18.034,0.035189278,-0.047682162,1.576641679,0.001108545,-0.001571751,-0.109246872,0.024863215,-0.036089756,0.089613996
18.036,0.042045191,-0.044987164,1.611230254,0.001569494,-0.002871329,-0.001362587,0.02668684,-0.041304,-0.001312406
18.038,0.0371214,-0.032685298,1.768765211,0.002001816,-0.003993577,0.112108245,0.027882628,-0.044731174,-0.076838285
18.04,0.030826427,-0.026153898,1.872974753,0.002415134,-0.004869916,0.227557287,0.028393077,-0.046057336,-0.133920282
18.042,0.033412974,-0.014295915,1.793906093,0.00275668,-0.005490609,0.340548813,0.028123086,-0.045181811,-0.170115337
18.044,0.021134663,0.012527225,1.851543069,0.002995937,-0.005809948,0.442813426,0.027105043,-0.041818336,-0.183782816
18.046,0.010196372,0.01278087,1.709511161,0.003087441,-0.005745115,0.526638567,0.025028041,-0.035808761,-0.174283266
18.048,0.008731698,0.020200035,1.646421194,0.002965984,-0.005338796,0.58757776,0.021723328,-0.027887024,-0.142108142
18.05,0.013312694,0.032470196,1.575500369,0.002680932,-0.004727305,0.623755693,0.017710181,-0.018825842,-0.088885106
18.052,0.016148549,0.026414381,1.428490996,0.00238436,-0.003978903,0.63662529,0.013776594,-0.009241646,-0.017238552
18.054,0.022910967,0.021404857,1.197784424,0.002190263,-0.003177849,0.625428259,0.010551723,-0.000189468,0.06946829
18.056,0.01175453,0.030758081,0.851454973,0.002095751,-0.002426855,0.582980812,0.008144935,0.007659222,0.16744481
18.058,0.003028829,0.044803765,0.721692443,0.001970161,-0.001663006,0.503332555,0.005968594,0.014662601,0.272759289
18.06,-0.012054172,0.049147464,0.820258677,0.001641318,-0.000719535,0.396759033,0.003237426,0.021400351,0.381538063
18.062,-0.005447568,0.057834867,0.687737882,0.001054466,0.00045842,0.286519289,-0.000278536,0.028057335,0.490053147
18.064,-0.001084717,0.06163957,0.523069739,0.000345951,0.001812649,0.182988033,-0.00396526,0.034640145,0.594716191
18.066,0.020386746,0.06205174,0.395241082,-0.000244078,0.003270002,0.077953532,-0.006726162,0.040981919,0.692025483
18.068,0.015244813,0.050891288,0.262815386,-0.000553992,0.004730281,-0.035721026,-0.007824706,0.046528269,0.77852273
18.07,0.030358978,0.041189302,0.158796102,-0.000602564,0.006046285,-0.15608269,-0.007240652,0.05048386,0.850812197
18.072,0.026245434,0.026160734,0.154325888,-0.000486695,0.00708526,-0.276610374,-0.005203231,0.052185629,0.905675352
18.074,0.006830742,0.020960974,0.254540771,-0.000340903,0.007797225,-0.387175024,-0.002649021,0.051402148,0.940290272
18.076,0.001127873,0.008627406,0.239925444,-0.000375159,0.008215087,-0.47757268,-0.000945561,0.048329223,0.952525556
18.078,0.001626483,-0.013883739,0.219127923,-0.000682942,0.008346548,-0.546432853,-0.000533536,0.042982843,0.941245317
18.08,0.006394457,-0.032685298,0.336431026,-0.001128165,0.008094641,-0.598623574,-0.000981608,0.035078384,0.906539738
18.082,0.017769033,-0.052216094,0.587427974,-0.001507731,0.007359368,-0.631157577,-0.001515335,0.024568835,0.849808753
18.084,0.021539787,-0.055513505,0.741158366,-0.001694321,0.00617014,-0.633078992,-0.001432772,0.012004609,0.773666501
18.086,0.018392302,-0.050789334,0.928240955,-0.001698164,0.004714931,-0.599854112,-0.000644935,-0.001297693,0.681691051
18.088,0.029018959,-0.061188847,1.084412575,-0.001610193,0.003208208,-0.536922753,0.000694616,-0.014089873,0.578088462
18.09,0.028645003,-0.048126046,1.186846733,-0.001458339,0.00174102,-0.452638984,0.002636455,-0.025587544,0.467354655
18.092,0.036373481,-0.059920616,1.225081205,-0.001212184,0.000326343,-0.356165975,0.005162113,-0.035252176,0.354003996
18.094,0.042419147,-0.067973897,1.300789237,-0.0008483,-0.001088977,-0.256608099,0.008283551,-0.043337733,0.242397413
18.096,0.032353427,-0.067593426,1.505784273,-0.000386337,-0.002607169,-0.156784311,0.011732125,-0.050313495,0.136665672
18.098,0.033599954,-0.062044904,1.622231483,7.29E-05,-0.00420989,-0.051598195,0.014855511,-0.056051884,0.04069116
18.1,0.035469748,-0.05614762,1.682151079,0.000456566,-0.005753566,0.0615348,0.017404795,-0.060186524,-0.041904256
18.102,0.027647778,-0.030275656,1.843173385,0.000784193,-0.007074349,0.177979425,0.019324036,-0.062092345,-0.107817583
18.104,0.028489184,-0.019590789,1.802751303,0.001059247,-0.008012587,0.292207032,0.020425202,-0.061043236,-0.154201224
18.106,0.01664716,0.008056701,1.84808743,0.001241209,-0.008466519,0.398430169,0.020552035,-0.056679145,-0.178874433
18.108,0.019264869,0.019661035,1.847611904,0.001297482,-0.008414283,0.491249412,0.019637551,-0.048981395,-0.180566087
18.11,0.024032844,0.020485388,1.678283334,0.00126759,-0.007936061,0.566711068,0.018091708,-0.038726106,-0.159116969
18.112,0.023316091,0.037765071,1.622897267,0.00125508,-0.007193967,0.618848145,0.016494764,-0.027041251,-0.115568452
18.114,0.025497515,0.033072606,1.481626272,0.001308827,-0.006290793,0.643746793,0.015104057,-0.014761944,-0.052094113
18.116,0.031636674,0.027302144,1.313121915,0.00142143,-0.005309204,0.641968012,0.014153795,-0.00304528,0.028219964
18.118,0.019950461,0.034531076,1.012730956,0.001572694,-0.004363394,0.611665845,0.013617983,0.00718834,0.121691458
18.12,0.007983781,0.044867177,0.718490362,0.001655813,-0.003435573,0.546674669,0.012804531,0.016030643,0.224372
18.122,-0.014360252,0.04413794,0.75615412,0.001480844,-0.002404454,0.447966546,0.010714239,0.023815854,0.332311779
18.124,-0.019502183,0.061290801,0.751937568,0.000919756,-0.001213282,0.33389917,0.00673191,0.030820303,0.441709429
18.126,-0.001552165,0.061132271,0.546340168,8.03E-05,0.000148259,0.223526388,0.001561323,0.037432272,0.548942268
18.128,0.000878567,0.062463913,0.446283787,-0.000724312,0.001649399,0.116448924,-0.003289382,0.043626014,0.650511444
18.13,0.003402787,0.051176637,0.330090314,-0.001297998,0.003165588,0.004459485,-0.007036395,0.048877358,0.742961705
18.132,0.014496896,0.043313593,0.214816242,-0.001670415,0.004535049,-0.112937614,-0.009401516,0.052517697,0.822840333
18.134,0.023877028,0.020421976,0.128867939,-0.001871013,0.005619093,-0.231828481,-0.010005675,0.053829946,0.886750102
18.136,0.012658266,0.015761217,0.167197526,-0.001907724,0.00632779,-0.34681958,-0.009057673,0.052372538,0.931523681
18.138,0.007672151,0.00273012,0.24915117,-0.001914599,0.006673291,-0.448633492,-0.007552753,0.048347156,0.954509914
18.14,0.008887517,-0.006306044,0.244237125,-0.002038818,0.006731296,-0.528784275,-0.006212743,0.042199645,0.953918457
18.142,0.013094553,-0.026122192,0.27004382,-0.002255825,0.006517729,-0.587170541,-0.005052982,0.034162331,0.929135382
18.144,0.025466351,-0.028912306,0.501986861,-0.00241894,0.005998812,-0.625830054,-0.003660154,0.024525244,0.880916476
18.146,0.035282768,-0.030624421,0.670839906,-0.002384847,0.005225923,-0.638714075,-0.001451209,0.014091981,0.811394811
18.148,0.028613836,-0.02323696,0.837378621,-0.002124217,0.004364265,-0.618899584,0.001612451,0.00400989,0.723893344
18.15,0.032041792,-0.029800069,1.023414969,-0.0017577,0.00355258,-0.568004012,0.004976208,-0.004906412,0.622593462
18.152,0.033475302,-0.039787408,1.136850238,-0.001397943,0.002765942,-0.492594242,0.008294667,-0.012674488,0.512147784
18.154,0.031200387,-0.040643465,1.247527361,-0.001052464,0.001881441,-0.40026474,0.01139814,-0.019632149,0.397327214
18.156,0.042793106,-0.054467212,1.279072285,-0.000684686,0.000835785,-0.299358308,0.014284558,-0.026023565,0.282766819
18.158,0.04285543,-0.057384148,1.42582798,-0.000236781,-0.000377749,-0.196280673,0.017220989,-0.032169234,0.172828659
18.16,0.039988413,-0.049013805,1.617349029,0.000304776,-0.001709555,-0.090576261,0.020131227,-0.037890084,0.07155893
18.162,0.042294495,-0.048474807,1.628952503,0.000869513,-0.003020117,0.021364782,0.022723159,-0.042590261,-0.017313078
18.164,0.036248829,-0.037441175,1.773837686,0.00139471,-0.004186318,0.136951417,0.024816237,-0.04584673,-0.090394333
18.166,0.031169223,-0.025202723,1.857915521,0.00184195,-0.005139491,0.251153529,0.026122585,-0.047215723,-0.144712195
18.168,0.0259338,-0.012869152,1.784204721,0.002166444,-0.005811376,0.360235721,0.026388727,-0.04630322,-0.177877784
18.17,0.018049505,0.014144219,1.845519423,0.002339266,-0.006120342,0.457665086,0.02549563,-0.042717014,-0.188303486
18.172,0.017176932,0.010656578,1.683324099,0.002359963,-0.006017433,0.536960661,0.023491386,-0.036441419,-0.175415695
18.174,0.012782918,0.032121431,1.619821906,0.002260791,-0.005565352,0.59333837,0.02065384,-0.028111642,-0.139791816
18.176,0.014559222,0.036560245,1.546269655,0.002091745,-0.004851577,0.624384463,0.01735143,-0.018252378,-0.08316543
18.178,0.021913743,0.022863325,1.425162315,0.001918966,-0.003964828,0.632393897,0.014146949,-0.007870013,-0.008283148
18.18,0.02272399,0.015127102,1.132760406,0.001821848,-0.003115658,0.617178023,0.011610018,0.001397309,0.081356816
18.182,0.006674926,0.031614136,0.820512295,0.001780549,-0.00243898,0.570271969,0.009562907,0.008950234,0.181818411
18.184,-0.001302858,0.036052953,0.743567824,0.001626395,-0.001785932,0.486346483,0.007205784,0.015392793,0.289017618
18.186,-0.019595673,0.045913469,0.810620844,0.001192591,-0.00095301,0.378758609,0.003829065,0.021312987,0.398930311
18.188,-0.012864416,0.056693457,0.647125721,0.000459273,0.00011572,0.269897223,-0.00069005,0.027124131,0.507695854
18.19,-0.006195487,0.060466446,0.509437203,-0.000409413,0.001397089,0.166375414,-0.005541808,0.033105128,0.611632764
18.192,0.006581437,0.047847528,0.379484415,-0.001165461,0.002792649,0.059881188,-0.009557434,0.038829006,0.707207441
18.194,0.005646541,0.036306605,0.235708877,-0.001675783,0.004093244,-0.054772947,-0.012085821,0.043265104,0.791007757
18.196,0.025154721,0.015095395,0.12928009,-0.001949696,0.005081759,-0.175718173,-0.012846409,0.045375787,0.859767675
18.198,0.020449072,0.008532288,0.14852415,-0.002014887,0.00565348,-0.296901524,-0.011741845,0.044609834,0.910476089
18.2,0.006519111,0.007771349,0.245315045,-0.001971348,0.005874999,-0.407282591,-0.009606818,0.041355532,0.94057709
